Size,Prob,Run Number,moves,cost,Total Deaths,Deaths by Pit,Death by Wumpus,Domesticated Wumpi,Cells Explored
20,0.083,9,101,-7161,8,2,6,2,50
20,0.083,0,15,-21,1,0,1,0,7
20,0.083,1,19,-1024,2,1,1,0,9
20,0.083,2,18,975,0,0,0,0,11
20,0.083,3,229,-24361,25,12,13,9,81
20,0.083,4,124,-10206,11,6,5,2,38
20,0.083,5,361,-42589,43,20,23,8,109
20,0.083,6,1229,-56285,55,29,26,23,165
20,0.083,7,234,-16412,17,11,6,3,63
20,0.083,8,144,-15248,16,10,6,1,35
20,0.083,9,658,-49160,49,25,24,15,154
20,0.083,0,351,-34555,35,14,21,10,131
20,0.083,1,44,-4063,5,2,3,0,16
20,0.083,2,327,-40515,41,18,23,11,102
20,0.083,3,366,-24638,25,13,12,8,109
20,0.083,4,601,-44070,44,21,23,17,128
20,0.083,5,417,-38706,39,16,23,14,114
20,0.083,6,41,-3065,4,0,4,0,18
20,0.083,7,1135,-62078,61,30,31,27,162
20,0.083,8,43,-4062,5,1,4,0,17
20,0.083,9,62,-8089,9,5,4,1,24
20,0.166,0,1017,-58027,57,29,28,28,59
20,0.166,1,223,-25384,26,11,15,13,28
20,0.166,2,704,-56363,56,28,28,27,53
20,0.166,3,1592,-59344,57,29,28,28,56
20,0.166,4,986,-61964,61,31,30,28,52
20,0.166,5,538,-47058,47,24,23,20,48
20,0.166,6,383,-19764,20,7,13,13,30
20,0.166,7,1729,-62566,60,31,29,28,59
20,0.166,8,637,-28302,28,13,15,15,35
20,0.166,9,1657,-64462,62,32,30,30,53
20,0.166,0,1162,-55321,54,30,24,22,57
20,0.166,1,1800,-57716,55,32,23,23,58
20,0.166,2,1438,-67901,66,32,34,33,69
20,0.166,3,62,-10086,11,6,5,3,13
20,0.166,4,885,-70654,70,34,36,33,82
20,0.166,5,74,-10114,11,6,5,3,19
20,0.166,6,763,-32646,32,20,12,10,34
20,0.166,7,998,-53021,52,29,23,21,58
20,0.166,8,66,-13093,14,8,6,3,11
20,0.166,9,3203,-90705,85,41,44,43,95
20,0.166,0,645,-65153,65,33,32,27,63
20,0.166,1,189,-24329,25,15,10,6,16
20,0.166,2,86,-15125,16,11,5,3,13
20,0.166,3,50,-9069,10,5,5,2,7
20,0.166,4,431,-49784,50,29,21,19,48
20,0.166,5,215,-26363,27,16,11,8,28
20,0.166,6,205,-32329,33,17,16,7,32
20,0.166,7,588,-50195,50,30,20,16,35
20,0.166,8,531,-35021,35,20,15,12,27
20,0.166,9,397,-54697,55,27,28,18,45
20,0.166,0,925,-107655,107,55,52,42,87
20,0.166,1,1094,-78136,77,40,37,30,65
20,0.166,2,94,-22127,23,10,13,8,10
20,0.166,3,201,-34316,35,20,15,8,14
20,0.166,4,89,-15136,16,11,5,3,11
20,0.166,5,161,-34234,35,21,14,10,20
20,0.166,6,101,-22132,23,13,10,5,10
20,0.166,7,242,-44362,45,20,25,17,34
20,0.166,8,1199,-88372,87,43,44,32,62
20,0.166,9,113,-19183,20,11,9,5,6
20,0.249,0,17,-4016,5,2,3,2,1
20,0.249,1,14,-3012,4,2,2,2,2
20,0.249,2,18,-5018,6,2,4,2,2
20,0.249,3,14,-3012,4,2,2,2,2
20,0.249,4,21,-6024,7,2,5,2,1
20,0.249,5,20,-6021,7,2,5,2,2
20,0.249,6,20,-6023,7,2,5,2,2
20,0.249,7,15,-3013,4,2,2,2,1
20,0.249,8,18,-5020,6,2,4,2,2
20,0.249,9,18,-5020,6,2,4,2,2
