Size,Prob,Run Number,moves,cost,Total Deaths,Deaths by Pit,Death by Wumpus,Domesticated Wumpi,Cells Explored
20,0.166,2,86,-14130,15,10,5,5,42
20,0.166,3,89,-17126,18,11,7,5,38
20,0.166,4,900,-79682,79,36,43,39,658
20,0.166,5,684,-61360,61,31,30,23,500
20,0.166,6,185,-30273,31,16,15,11,94
20,0.166,7,132,-17215,18,10,8,5,80
20,0.166,8,441,-49820,50,24,26,12,300
20,0.166,9,233,-27378,28,13,15,10,148
20,0.166,0,119,-18188,19,13,6,4,62
20,0.166,1,121,-18197,19,13,6,4,66
20,0.166,2,278,-43448,44,24,20,14,150
20,0.166,3,168,-32243,33,16,17,13,70
20,0.166,4,908,-71713,71,34,37,33,692
20,0.166,5,311,-60449,61,26,35,22,142
20,0.166,6,81,-16114,17,9,8,5,38
20,0.166,7,1399,-105671,104,52,52,50,1084
20,0.166,8,117,-25155,26,12,14,8,48
20,0.166,9,54,-11071,12,7,5,3,20
20,0.249,0,16,-3014,4,2,2,2,4
20,0.249,1,22,-6025,7,2,5,2,4
20,0.249,2,22,-6025,7,2,5,2,4
20,0.249,3,20,-5020,6,2,4,2,4
20,0.249,4,22,-6023,7,2,5,2,4
20,0.249,5,20,-5020,6,2,4,2,4
20,0.249,6,20,-5020,6,2,4,2,4
20,0.249,7,20,-5020,6,2,4,2,4
20,0.249,8,18,-4019,5,2,3,2,4
20,0.249,9,20,-5020,6,2,4,2,4
25,0.006,0,638,-6114,6,3,3,1,619
25,0.006,1,27,954,0,0,0,0,25
25,0.006,2,294,-543,1,0,1,1,287
25,0.006,3,125,791,0,0,0,0,123
25,0.006,4,43,933,0,0,0,0,41
25,0.006,5,109,819,0,0,0,0,107
25,0.006,6,689,-6235,6,4,2,1,671
25,0.006,7,25,961,0,0,0,0,23
25,0.006,8,21,968,0,0,0,0,19
25,0.006,9,1072,-7988,7,3,4,3,1051
25,0.006,0,777,-8345,8,4,4,3,755
25,0.006,1,299,-2486,3,2,1,1,289
25,0.006,2,301,-1505,2,1,1,0,293
25,0.006,3,78,876,0,0,0,0,75
25,0.006,4,1790,-10353,8,4,4,3,1765
25,0.006,5,89,-142,1,1,0,0,85
25,0.006,6,193,-4312,5,3,2,1,179
25,0.006,7,174,-2285,3,1,2,0,165
25,0.006,8,1240,-8312,7,4,3,3,1219
25,0.006,9,383,-4611,5,3,2,1,369
25,0.006,0,498,-4810,5,3,2,1,482
25,0.006,1,57,-83,1,0,1,0,52
25,0.006,2,53,-1088,2,1,1,0,46
25,0.006,3,30,955,0,0,0,0,28
25,0.006,4,92,-155,1,1,0,0,86
25,0.006,5,207,-2352,3,1,2,1,196
25,0.006,6,433,-1733,2,2,0,0,426
25,0.006,7,267,-3444,4,1,3,2,254
25,0.006,8,116,808,0,0,0,0,112
25,0.006,9,1405,-9542,8,4,4,3,1380
25,0.006,0,201,-3334,4,2,2,2,189
25,0.006,1,1329,-9438,8,4,4,4,1303
25,0.006,2,451,-3764,4,1,3,1,437
25,0.006,3,394,-2690,3,2,1,1,385
25,0.006,4,121,-1199,2,0,2,0,115
25,0.006,5,371,-2618,3,2,1,0,361
25,0.006,6,103,-1171,2,1,1,0,97
25,0.006,7,1541,-9861,8,4,4,4,1515
25,0.006,8,321,-2550,3,2,1,1,311
25,0.006,9,634,-5100,5,2,3,3,615
25,0.006,0,205,-3330,4,2,2,0,195
25,0.006,1,380,-4645,5,2,3,3,363
25,0.006,2,515,-4892,5,2,3,3,497
25,0.006,3,420,-3725,4,2,2,1,407
25,0.006,4,517,-3885,4,2,2,1,505
25,0.006,5,687,-6213,6,2,4,3,667
25,0.006,6,730,-6295,6,4,2,2,711
25,0.006,7,696,-8206,8,4,4,2,675
25,0.006,8,541,-4932,5,3,2,1,525
25,0.006,9,323,-1542,2,1,1,0,315
25,0.083,0,463,-46727,47,21,26,12,328
25,0.083,1,103,-10154,11,5,6,2,72
25,0.083,2,18,-28,1,1,0,0,10
25,0.083,3,22,-40,1,0,1,0,14
25,0.083,4,194,-17316,18,10,8,4,146
25,0.083,5,13,-18,1,0,1,0,8
25,0.083,6,150,-13229,14,8,6,4,106
25,0.083,7,11,-16,1,0,1,0,6
25,0.083,8,3864,-108553,102,50,52,48,3558
25,0.083,9,18,-1028,2,1,1,0,10
25,0.083,0,161,-26237,27,16,11,6,87
25,0.083,1,732,-68173,68,32,36,24,541
25,0.083,2,1845,-89426,87,45,42,35,1589
25,0.083,3,88,-8134,9,4,5,3,61
25,0.083,4,924,-81560,81,43,38,27,685
25,0.083,5,94,-12141,13,5,8,1,61
25,0.083,6,4414,-110695,103,51,52,51,4103
25,0.083,7,1719,-89179,87,45,42,38,1459
25,0.083,8,4669,-103247,95,48,47,42,4389
25,0.083,9,655,-65094,65,32,33,24,467
25,0.083,0,34,-4050,5,2,3,2,18
25,0.083,1,1338,-75464,74,37,37,31,1120
25,0.083,2,12,-15,1,0,1,1,6
25,0.083,3,2105,-93936,91,45,46,42,1830
25,0.083,4,23,-1039,2,1,1,1,14
25,0.083,5,9,-12,1,0,1,0,4
25,0.083,6,988,-63769,63,32,31,26,798
25,0.083,7,35,-2054,3,2,1,1,24
25,0.083,8,10,-13,1,0,1,0,4
25,0.083,9,13,-16,1,0,1,1,6
25,0.083,0,11,983,0,0,0,0,8
25,0.083,1,13,-20,1,0,1,0,8
25,0.083,2,265,-31408,32,15,17,11,176
25,0.083,3,26,-2036,3,0,3,1,16
25,0.083,4,4,995,0,0,0,0,2
25,0.083,5,2502,-104724,101,51,50,48,2198
25,0.083,6,28,-2038,3,1,2,0,18
25,0.083,7,49,-5073,6,1,5,1,32
25,0.083,8,27,-2039,3,0,3,0,18
25,0.083,9,4,995,0,0,0,0,2
25,0.083,0,1143,-82001,81,42,39,30,915
25,0.083,1,557,-52926,53,27,26,11,413
25,0.083,2,3362,-105641,100,50,50,47,3063
25,0.083,3,1783,-97247,95,46,49,39,1505
25,0.083,4,1428,-77605,76,38,38,36,1193
25,0.083,5,207,-20319,21,11,10,6,145
25,0.083,6,395,-41645,42,21,21,7,283
25,0.083,7,167,-15264,16,6,10,2,123
25,0.083,8,92,-6142,7,2,5,0,65
25,0.083,9,378,-45590,46,24,22,10,251
25,0.167,0,1707,-130251,128,64,64,56,1322
25,0.167,1,1545,-138838,137,63,74,61,1130
25,0.167,2,5752,-201701,191,96,95,93,5186
25,0.167,3,5273,-158970,149,73,76,69,4826
25,0.167,4,5253,-172820,163,83,80,77,4754
25,0.167,5,4320,-189604,182,93,89,89,3774
25,0.167,6,788,-113307,113,52,61,40,454
25,0.167,7,206,-40287,41,18,23,16,86
25,0.167,8,1622,-169874,168,80,88,80,1126
25,0.167,9,2116,-137989,135,66,69,62,1724
25,0.167,0,3,997,0,0,0,0,0
25,0.167,1,3,997,0,0,0,0,0
25,0.167,2,2,998,0,0,0,0,0
25,0.167,3,2,998,0,0,0,0,0
25,0.167,4,2,998,0,0,0,0,0
25,0.167,5,3,997,0,0,0,0,0
25,0.167,6,2,998,0,0,0,0,0
25,0.167,7,3,997,0,0,0,0,0
25,0.167,8,2,998,0,0,0,0,0
25,0.167,9,2,998,0,0,0,0,0
25,0.25,0,3,-1004,1,1,0,0,0
25,0.25,1,3,-1004,1,1,0,0,0
25,0.25,2,3,-1003,1,1,0,0,0
25,0.25,3,3,-1003,1,1,0,0,0
25,0.25,4,3,-1003,1,1,0,0,0
25,0.25,5,3,-1003,1,1,0,0,0
25,0.25,6,3,-1004,1,1,0,0,0
25,0.25,7,3,-1004,1,1,0,0,0
25,0.25,8,3,-1003,1,1,0,0,0
25,0.25,9,3,-1003,1,1,0,0,0
25,0.25,0,3,-1004,1,1,0,0,0
25,0.25,1,3,-1004,1,1,0,0,0
25,0.25,2,3,-1003,1,1,0,0,0
25,0.25,3,3,-1003,1,1,0,0,0
25,0.25,4,3,-1003,1,1,0,0,0
25,0.25,5,3,-1004,1,1,0,0,0
25,0.25,6,3,-1004,1,1,0,0,0
25,0.25,7,3,-1003,1,1,0,0,0
25,0.25,8,3,-1003,1,1,0,0,0
25,0.25,9,3,-1004,1,1,0,0,0
